"mala mujer.",1
"Estás loca.",1
"eres gorda.",1
"sucia zorra.",1
"Mujer fácil.",1
"charlatanas.",1
"tía cortona.",1
"virgen/puta.",1
"prostitutas.",1
"caprichosas.",1
"Mentirosas.",1
"interesadas.",1
"ama de casa.",1
"prostitutas.",1
"jodida puta.",1
"ir de putas.",1
"puta barata.",1
"putas locas.",1
"Tas pendeja.",1
"la facilota.",1
"ir de putas.",1
"charlatanas.",1
"mufla de oro.",1
"malas madres.",1
"malas madres.",1
"hijo de puta.",1
"MISS CERDITA.",1
"pierna peluda.",1
"tía cachinga.",1
"tía chamusca.",1
"cagachu- rre.",1
"perra parida.",1
"la libertina.",1
"amiga infiel.",1
"son malvadas.",1
"Jodida zorra.",1
"hija de puta.",1
"desagradable.",1
"pinche vieja.",1
"MISS CERDITA.",1
"soy una puta.",1
"maldita loca.",1
"la conquista.",1
"hijo de puta.",1
"No seas nena.",1
"malas mujeres.",1
"tetas grandes.",1
"Mujer pública.",1
"vete a fregar.",1
"Como una niña.",1
"el sexo débil.",1
"derrochadoras.",1
"calla fregona.",1
"piel de zorra.",1
"pincha tripas.",1
"fogón apagado.",1
"la puta madre.",1
"no vales nada.",1
"no vales nada.",1
"misógino jefe.",1
"desobedientes.",1
"maldita perra.",1
"bruja malvada.",1
"silencio puta.",1
"eres una loca.",1
"mujeres putas.",1
"Date a desear.",1
"maldita perra.",1
"soy una zorra.",1
"las muñeconas.",1
"No seas mensa.",1
"No seas tonta.",1
"la robanovios.",1
"qué chula vas.",1
"derrochadoras.",1
"maldita bruja.",1
"Vas provocando.",1
"Cállate y puja.",1
"¿Vas a ir así?",1
"Hijo/a de puta.",1
"p*ta asquerosa.",1
"sapo revolcado.",1
"Las Malcriadas.",1
"puta con falda.",1
"Cállate, zorra .",1
"eres una perra.",1
"silencio tonta.",1
"silencio perra.",1
"pinches viejas.",1
"vieja chismosa.",1
"Vas provocando.",1
"la robamaridos.",1
"la puta barata.",1
"Es TAN mandona.",1
"odio a la mujer.",1
"ojalá te violen.",1
"negra malc*gida.",1
"Eres tan básica.",1
"jimia escaldada.",1
"eres una inútil.",1
"Odio a la mujer.",1
"eres una inútil.",1
"Una niña inútil.",1
"la niña rebelde.",1
"Las niñas putas.",1
"zorra de zorras.",1
"Golfa de mierda.",1
"golfa de mierda.",1
"No seas llorona.",1
"es una cuernuda.",1
"eres una putona.",1
"No seas pendeja.",1
"mujer promiscua.",1
"el hombre manda.",1
"vieja asquerosa.",1
"retrasada mental.",1
"Aflojó el cuerpo.",1
"TRASEROS BONITOS.",1
"caldero abollado.",1
"morcón reventado.",1
"vieja tortillera.",1
"es una callejera.",1
"La mujer violada.",1
"zorra repugnante.",1
"eres una pendeja.",1
"ella es cachonda.",1
"Eres una fodonga.",1
"La mujer es mala.",1
"Es una histérica.",1
"estupida hermana.",1
"Eres una cobarde.",1
"estas bien mensa.",1
"como jodes mujer.",1
"corres como niña.",1
"Es una histérica.",1
"chicas calientes.",1
"la bolsa de hielo.",1
"rodillas o pechos.",1
"hacedora de hijos.",1
"esto es un coñazo.",1
"Esto es un coñazo.",1
"enferma malcogida.",1
"piltrafa pringada.",1
"trasgo del barrio.",1
"Mujer fea y vieja.",1
"la madre abnegada.",1
"la mató por celos.",1
"toda mujer pecar.",1
"corres como mujer.",1
"las malas mujeres.",1
"esclava del hogar.",1
"vence a esa zorra.",1
"La esposa esclava.",1
"Tú eres bien puta.",1
"Hombres de verdad.",1
"ya sientese vieja.",1
"que puta mi amiga.",1
"¿Aún no te casas.",1
"Loca. Estas loca.",1
"Estas gorda y fea.",1
"esto es un coñazo.",1
"las mujeres malas.",1
"ella es una golfa.",1
"¡Menuda histérica.",1
"albarda arrastrada.",1
"mas estése callada.",1
"La mujer es mala.",1
"llorar es de nenas.",1
"llorar es de niñas.",1
"la mujer peligrosa.",1
"Cásate y sé sumisa.",1
"ella debe obedecer.",1
"ella debe obedecer.",1
"Madonna Prostituta.",1
"completamente loca.",1
"Golpea a esa zorra.",1
"estupida perdedora.",1
"viejas mal paridas.",1
"Es una rubia tonta.",1
"Mi muñeca me habl.",1
"callense estupidas.",1
"que perra mi amiga.",1
"que zorra mi amiga.",1
"Es una robamaridos.",1
"por que tan solita.",1
"Mujer = escaparate.",1
"Te comía a bocados.",1
"tías buenas y feas.",1
"Mi muñeca me habl.",1
"¿Cómo iba vestida?",1
"su mujer esta plana.",1
"mujer fea y malvada.",1
"la mujer vale menos.",1
"Andar de princesita.",1
"ella debe someterse.",1
"golpeaba a su mujer.",1
"ella es una pendeja.",1
"No seas tan llorona.",1
"Mujer tenía que ser.",1
"eres una arrastrada.",1
"hija de la chingada.",1
"la mujer a ?objeto.",1
"busconas o fulanas.",1
"Mujer tenía que ser.",1
"no somos obedientes.",1
"HILLARY ES ASQUEROSA.",1
"Mujer tenías que ser.",1
"Lloras como una niña.",1
"Peleas como una niña.",1
"No seas tan llorona.",1
"mujeres de mal vivir.",1
"deportes para chicos.",1
"Deberías sonreír más.",1
"Una dama no hace eso.",1
"Eso lo será tu madre.",1
"la puta que lo pari.",1
"eres una rubia tonta.",1
"no estás cualificada.",1
"¿Eres chica o chico.",1
"esa no entra en casa.",1
"mucho mejor es tonta.",1
"Las mujeres violadas.",1
"Corres como una niña.",1
"Mujer tenías que ser.",1
"Obedezca a su esposo.",1
"mujer desprestigiada.",1
"mi mujer es una puta.",1
"mi amiga es una puta.",1
"Tienes que ser buena.",1
"Eso es de marimachos.",1
"mujer tenias que ser.",1
"Hillary es asquerosa.",1
"Tienes boca mamadora.",1
"eres una loca ardida.",1
"qué haces tan tapada.",1
"he pegado a una muje.",1
"Peleas como una niña.",1
"¡No seas mariquita!",1
"¡No seas marimacho!",1
"Tenía que ser vieja.",1
"la que se viste raro.",1
"trabajadora del sexo.",1
"¿Qué llevabas puesto.",1
"Los hombres no lloran.",1
"Ese color es de mujer.",1
"Eso es de marimachos.",1
"Ya no sale ni en rifa.",1
"Ese color es de mujer.",1
"la mujer en la cocina.",1
"¡Hillary es una puta.",1
"esa zorra es mi mujer.",1
"las mujeres son putas.",1
"bella, sensual y puta .",1
"Los hombres no lloran.",1
"¿No tienes novio aún.",1
"Ella es una mal amada.",1
"La puta y mal follada.",1
"pinche vivora fodonga.",1
"tan bonita y tan sola.",1
"pues estas bien buena.",1
"ser puta es lo maximo.",1
"una vieja en la calle.",1
"Los hombres no lloran.",1
"Una niña tonta y loca.",1
"el sostén es muy sexy.",1
"Es la mujer descarada.",1
"No todos somos iguales.",1
"LAVADORAS DE DOS PATAS.",1
"Lloras como una nenaza.",1
"AGARRARLAS POR EL COÑO.",1
"Fue un crimen pasional.",1
"¿Y no piensas casarte.",1
"corres como una nenaza.",1
"Vaya mujer estás hecha.",1
"pendón de Zugarramurdi.",1
"las mujeres son basura.",1
"obediencia de la mujer.",1
"Yo la quiero muy tonta.",1
"lavadoras de dos patas.",1
"¡Qué pendejas las dos.",1
"corres como una nenaza.",1
"Ellas son los floreros.",1
"mujer estas toda bruta.",1
"ella le gusta obedecer.",1
"Eso no es de señoritas.",1
" ¡Mujer tenía que ser.",1
"A la prima se le arima.",1
"La que enseña no vende.",1
"El ballet es de chicas.",1
"soy una perra chingona.",1
"Lloras como una nenaza.",1
"la mujer como alfombra.",1
"Adelgaza, ¡vaca burra!",1
"mujer celosa y maníaca.",1
"Es un/a hijo/a de puta.",1
"Lloras como una nenaza.",1
"El ballet es de chicas.",1
"El fútbol es de chicos.",1
"las mujeres provocamos.",1
"la marcha de las putas.",1
"putas, vayan a su casa .",1
"aflojar con unos golpes.",1
"No te pongas esta falda.",1
"LAS MUJERES SON OBJETOS.",1
"Eso no es de señoritas.",1
"mujeres son interesadas.",1
"Las mujeres están locas.",1
"Le ha quitado el marido.",1
"Seguro que es una mujer.",1
"la concha de tu hermana.",1
"darle hijos a tu esposo.",1
"la mujer al patriarcado.",1
"Las mujeres son sumisas.",1
"sumisión para las niñas.",1
"una mujer es mancillada.",1
"es una puta de la calle.",1
"mi mujer es fea y gorda.",1
"Calladitas se ven mejor.",1
"Las señoritas no gritan.",1
"Qué mujer tan asquerosa.",1
"una histérica mal amada.",1
"ellas son unas machas.",1
"Tan chiquita y tan puta.",1
"luego por que las matan.",1
"Eres una calienta pitos.",1
"lo vas hacer mariquita.",1
"Tu no porque eres vieja.",1
"No te pongas esta falda.",1
"Los coches son de niños.",1
"Esas cosas son de niñas.",1
"él es el rey de la casa.",1
"las mujeres son odiosas.",1
"Tus nalguitas serán mías.",1
"Ni machismo ni feminismo.",1
"proveedora de ciudadanos.",1
"Qué mujer tan asquerosa.",1
"Eres madre, para un poco .",1
"Ella no es para pololear.",1
"le rompo la cara, mijita .",1
"Tan bonita y tan ladrona.",1
"Se le está yendo el tren.",1
"con unos golpes aflojaba.",1
"eres una basura de mujer.",1
" ¡Peleas como una mujer.",1
"No es malota sexualmente.",1
"Oye puta ¿Cuanto cobras.",1
"No hay quien la entienda.",1
"Eres madre, para un poco .",1
"Para ti todo es machismo.",1
"Tus nalguitas serán mías.",1
"ella es una cazafortunas.",1
"eso es solo para hombres.",1
"Y el novio ¿para cuando.",1
"te voy a hacer una mujer.",1
"los hijos son de la mam.",1
"así quién te va a querer.",1
"Las muñecas son de niñas.",1
"Esas cosas son de niños.",1
"Seguro está en sus días.",1
"siempre culo, nunca teta .",1
"calladita estás más guapa.",1
"No salgas hasta tan tarde.",1
"calladita estás más guapa.",1
"Tienes que darte a desear.",1
"Deplano estás en tus días.",1
"Se te va a pasar el arroz.",1
"la mujer es el sexo débil.",1
"culpar a la mujer de todo.",1
"Le decían la mufla de oro.",1
"No es dueña de sus bienes.",1
"Es TAN mandona la pendeja.",1
"Pórtate como una señorita.",1
"ese trabajo es de hombres.",1
"ya sientese vieja pendeja.",1
"nuestra madre es una loca.",1
"Deplano estás en tus días.",1
"por eso te dicen la zorra.",1
"Qué malas son las mujeres.",1
"ella es una mujer publica.",1
"Que no me dejes o te mato.",1
"las putas disfrutamos más.",1
"Mujer = objeto decorativo.",1
"la mujer es menospreciada.",1
"se te va a pasar el arroz.",1
"calladita estás más guapa.",1
"Pórtate como una señorita.",1
"las mujeres también violan.",1
"siéntate como una señorita.",1
"Eres cobarde como una niña.",1
"No eres como otras mujeres.",1
"A las tías os afecta TODO.",1
"Se te va a pasar el arroz.",1
"La perforaría como un tren.",1
"Le pegó sólo si me provoca.",1
"él tendrá dominio sobre ti.",1
"siéntate como una señorita.",1
"Mi esposa me debe obedecer.",1
"yo soy tu jefe puta barata.",1
"De seguro te pega el novio.",1
"te odio por que eres mujer.",1
"es que los hombres son as.",1
"calladita se ve mas bonita.",1
"ella se lo buscó por facil.",1
"esta re buena la condenada.",1
"Eres cobarde como una niña.",1
"A las niñas no se les pega.",1
"A dónde irá así vestida.",1
"Siéntate como una señorita.",1
"Con esa falda pareces puta.",1
"por ponerte esos shorcitos.",1
"Menudo par de tetas, guapa .",1
"calladita se ve más bonita.",1
"A las niñas no se les pega.",1
"Eres cobarde como una niña.",1
"No eres como otras mujeres.",1
"la culpa es de las mujeres.",1
"el hombre manda en su casa.",1
"el hombre supera a la mujer.",1
"¿Qué pasa, tienes la regla?",1
"Así no se comporta una dama.",1
"Siéntate como una señorita.",1
"Calladita te ves más bonita.",1
"las mujeres tienen la culpa.",1
"te voy a violar, negra p*ta .",1
"deberías estar en la cocina.",1
"Se quedó para vestir santos.",1
"Aborrezco a la mujer sabia.",1
"No soy la señora de la casa.",1
"mujer deshonrada y traidora.",1
"las mujeres no pueden votar.",1
"la mujer reside en obedecer.",1
"ella le gusta que le peguen.",1
"ella esta gorda y asquerosa.",1
"las niñas mayores no lloran.",1
"Siéntate como una señorita.",1
"se da de santa la muy tonta.",1
"de seguro eras tu la infiel.",1
"Vestida así te van a violar.",1
"Así no se comporta una dama.",1
"La culpa la tienes tú mujer.",1
"Conduce mal, seguro es muje .",1
"¿Otra vez lo del feminismo.",1
"La acosa que no pidio ayuda.",1
"Ya te hace falta que te den.",1
"Tu no cantas, tu hermano si .",1
"Mujer que no jode es hombre.",1
"Mujeres juntas, ni difuntas .",1
"Estás enseñando mucha pierna.",1
"NO SOY LA SE ÑORA DE LA CASA.",1
"Para ser chica no juegas mal.",1
"Eso te pasa por vestirte as.",1
"La mujer es un mal necesario.",1
"Amor de fea, no tiene contra .",1
"No asesinan a tantas mujeres.",1
"pasa que nadie te c*gió bien.",1
"Una mujer no puede ser líder.",1
"no se puede confiar en ellas.",1
"A mi mujer le pego lo normal.",1
"Mi animal favorito, la mujer .",1
"tu deseo será para tu marido.",1
"No encontré virgen a tu hija.",1
"La mujer aprenda en silencio.",1
"era la más ardiente de todas.",1
"así vestida pareces una puta.",1
"ya sientese vieja mal parida.",1
"Para ser chica no juegas mal.",1
"Nadie entiende a las mujeres.",1
"Eso te pasa por vestirte as.",1
"Cariño, ¿qué hay para cenar?",1
"Conduces bien para ser mujer.",1
"Solo sirves para tener hijos.",1
"mujer como te gusta provocar.",1
"te vas a quedar vieja y sola.",1
"¡Arréglate!Te ves descuidada.",1
"las mujeres ?se deben dejar.",1
"A la mujer brava, soga larga .",1
"Los videojuegos son de chicos.",1
"es la mujer quien los provoca.",1
"Las mujeres no saben conducir.",1
"Ah, ¿pero tu tú eres la jefa?",1
"¿Te comiste todo eso tú sola.",1
"Yo flipo con lo putas que son.",1
"la mujer es inferior al varón.",1
"Tú eres la puerta del demonio.",1
"sujetas a sus propios esposos.",1
"la mujer no tiene voz ni voto.",1
"maldita perra en el Capitolio.",1
"la mujer significa obediencia.",1
"¡Da una trompada a esa zorra.",1
"ella no sirve porque es mujer.",1
"a las mujeres les afecta todo.",1
"Ah, ¿pero tu tú eres la jefa?",1
"Mejor pónganse a dieta no mmn.",1
"eres una tonta por naturaleza.",1
" Y tú, ¿no te animas con uno?",1
"Cocina tú, eso es para viejas .",1
"Te van violar asi vestida, eh .",1
"la mujer dedicada a la cocina.",1
"las chicas no valen para nada.",1
"Los videojuegos son de chicos.",1
"Las mujeres no saben conducir.",1
"No es por ser machista, pero?",1
"La nana quieta y la hija loca.",1
"las mujeres son insuficientes.",1
"hombre como el sexo dominante.",1
"las muje- res son más débiles.",1
"ni ella tan dócil y obediente.",1
"mujer que no enseña, no vende .",1
"Las mujeres no pueden conducir.",1
"las mujeres son tontas y malas.",1
"ve a prepararme un té, querida .",1
"no han probado una buena polla.",1
"la mujer es dócil y muy frágil.",1
"la tonta es mucho más aceptada.",1
"estatus inferior a las mujeres.",1
"Mujer maltratada con un bastón.",1
"Mujer maltratada con un bastón.",1
"Esas mujeres no aman de verdad.",1
"que alguien se la lleve a casa.",1
"las mujeres somos sus esclavas.",1
"Las mujeres no pueden conducir.",1
"culpaba a las mujeres violadas.",1
"La Emancipación de las Mujeres.",1
"no me dejes, o hago una locura .",1
"Mujer al volante?muerte segura.",1
"Pórtate como un machote/hombre.",1
"Las mujeres no dicen groserías.",1
"Las mujeres no dicen groserías.",1
"Vete a fregara otro lado mujer.",1
"El amor y los celos la mataron.",1
"Mejor vete a la cocina pendeja.",1
"Las prostitutas son unas putas.",1
"Eres mujer, tu que vas a saber .",1
"por eso las matan a esas putas.",1
"¿Dónde vas vestida así, putón?",1
"ser ?princesa? (linda, sumisa)",1
"¡Te has cargado a Isco, zorra!",1
"Pintarse las uñas es de chicas.",1
"Llevar pendientes es de chicas.",1
"Corres/juegas/gritas como niña.",1
"las mujeres son unas inmaduras.",1
"cariño, ¿esas son tus rodillas?",1
"No quiero que subas esas fotos.",1
"Eres una mala madre/esposa/hija.",1
"Eres mujer y ¿no sabes cocinar.",1
"Eres muy lista. para ser tía.",1
"Las tías no aceptáis una broma.",1
"No me gusta que las tías fumen.",1
"La mujer es el piojo del hombre.",1
"el marido es cabeza de la mujer.",1
"la mujer es la gloria del varón.",1
"así no se sientan las señoritas.",1
"la mujer debe estar sujeta a él.",1
"esclava del hogar ama de llaves.",1
"Tienes que ser buena en la cama.",1
"Te ves muy sexy con ese vestido.",1
"Cuanto más prima, más se arrima .",1
"Mujer tienes que darte a desear.",1
"Eres mujer y ¿no sabes cocinar.",1
"Ponganse a jalar pinches viejas.",1
"me das asco por que estas gorda.",1
"mamasita llevas falda muy corta.",1
"mujer, otra vez no lo entiendes .",1
"eres una pendeja por naturaleza.",1
"ella nunca ha sabido estar sola.",1
"ella es una basura que no sirve.",1
"las mujeres tienen menos fuerza.",1
"la hembra rumana del presidente.",1
"¿Solo tu faltas de tener hijos.",1
"tú lo elegiste, ya no te quejes .",1
"tu no puedes por que eres mujer.",1
"Eres una mala madre/esposa/hija.",1
"las mujeres son unas perdedoras.",1
"la mujer es un hombre incompleto.",1
"También hay mujeres que asesinan.",1
"así no se sientan las señoritas.",1
"Así solo se visten las busconas.",1
"Cocinar y lavar no es de hombres.",1
"esa mujer los tiene bien puestos.",1
"¿Eso es todo lo que vas a comer.",1
"la mujer es un hombre incompleto.",1
"El hombre siempre tiene la razón.",1
"La mujer pertenece al sexo débil.",1
"una mujer sumisa a un macho alfa.",1
"El escote de la primera ministra.",1
"la mujer se sujetará a su marido.",1
"Ven a las mujeres como una plaga.",1
"las mujeres nacieron para madres.",1
"así vestida pareces una mojigata.",1
"Así solo se visten las busconas.",1
"Las mujeres no aceptan una broma.",1
"Ese pintalabios parece de fulana.",1
" Cuanto más prima, más se arrima .",1
"las mujeres se indignan por todo.",1
"Cocinar y lavar no es de hombres.",1
"¿Todo eso vas a comerte tú sola.",1
"las mujeres son objetos sexuales.",1
"ojala estas sucias sean violadas.",1
"si eres mujer eres una fracasada.",1
"Porqué te esfuerzas en verte fea.",1
"tratar a la mujer como un objeto.",1
"este chico corre como una niñita.",1
"Ya estás hecha toda una señorita.",1
"la mujer es un objeto decorativo.",1
"Así nunca vas a conseguir marido.",1
"Ella no sirve para el matrimonio.",1
"Controlar los gastos de la mujer.",1
"Estás obsesionada con el machismo.",1
"Deberías ser un poco más femenina.",1
"Se lo buscó por andar vestida as.",1
"Ese pintalabios parece de fulana.",1
"Son las madres las que educan as.",1
"Eres muy divertida para ser mujer.",1
"la mujer es el estuche de la vida.",1
"El cuerpo de la mujer es una cosa.",1
"mujeres y niñas violadas cada día.",1
"Deberías ser un poco más femenina.",1
"Se lo buscó por andar vestida as.",1
"ella se someta a su propio marido.",1
"La cabeza de la mujer es el varón.",1
"mi esposa debe obedecerme en todo.",1
"la mujer en casa y no en la plaza.",1
"mi mujer es la esclava de mi casa.",1
"¿Ya estamos con lo del feminismo.",1
"la mujer es pendeja de nacimiento.",1
"¿no te vas a arreglar para salir.",1
"ya le viste las nalgas a la nueva.",1
"No digas tacos, eres una señorita .",1
"¿No pensarás salir en zapatillas.",1
"Solo se arregla para que la miren.",1
"¿Pues para que abres las piernas.",1
"Ollas destapadas, mujer descarada .",1
"¿No te vas a arreglar para salir.",1
"ellos son sujetos y ellas objetos.",1
"Deberías ser un poco más femenina.",1
"Se lo buscó por andar vestida as.",1
"dominio del hombre sobre la mujer.",1
"A la mujer y a la mula, vara dura .",1
"una mujer es quizá un ser inferior.",1
"Cuando bebes pareces un camionero.",1
"Eres muy graciosa. para ser tía.",1
"es ella quien lleva los pantalones.",1
"las mujeres nos usan a los hombres.",1
"Voy a violar y destripar a tu hija.",1
"no deberías participar en política.",1
"rechazo del trabajo de las mujeres.",1
"Las mujeres son un sexo decorativo.",1
"el hombre no debe ?ayudar? en casa.",1
"ella debe obedecerle como al Señor.",1
"¡Otra vez deprimida, qué aburrida!",1
"No me gusta que las mujeres fumen.",1
"Te vas a quedar para vestir santos.",1
"Vestida así pareces una prostituta.",1
"ella era idiota o estaba bromeando.",1
"La mujer y la sardina en la cocina.",1
"La mujer que mucho mira, poco hila .",1
"Son operadas, se nota a kilómetros .",1
"Algo sacarían si todas se callaron.",1
"Esto no es un juego para señoritas.",1
"las mujeres no tienen inteligencia.",1
"ella es la mujer mas fea del mundo.",1
"Tú estás para servirle a tu esposo.",1
"tu lo escogiste, Ahora te aguantas .",1
"Si sabe cocinar, ya se puede casar .",1
"Si una mujer lo hace, es una zorra .",1
"Mujer sin hijos, jardín sin flores .",1
"Lo cojo yo y le quito las paterías.",1
"No comas por la calle que no ligas.",1
"Te vas a quedar para vestir santos.",1
"Te voy a hacer una mujer, preciosa .",1
"La mujer que mucho mira, poco hila .",1
"La mujer y la sardina en la cocina.",1
"las chicas buenas no son violadas.",1
"las mujeres que de plano son malas.",1
"sometida a la esclavitud doméstica.",1
"Eres una princesa. No vuelvas sola.",1
"Los hombres siempre piensan en sexo.",1
"Tienes buen cuerpo. Sácale provecho.",1
"¿No sé quién? parece una prostituta.",1
"Eres muy divertida. para ser tía.",1
"Todas las feministas son lesbianas.",1
"Te vas a quedar para vestir santos.",1
"A la mujer y a la cabra, soga larga .",1
"Gatos y mujeres, buenas uñas tienen .",1
"no llores, que eso es cosa de niñas .",1
"las mujeres se ensaña con el cuerpo.",1
"por salir sola de noche te violaron.",1
"me golpea porque está en su derecho.",1
"La mujer, está donde le corresponde .",1
"Las mujeres están para ser gustadas.",1
"la mujer es defectuosa y mal nacida.",1
"mujeres dedicadas a la prostitución.",1
"Ser madre vs la carrera profesional.",1
"las esposas ?sujetas? a sus maridos.",1
"la sumisión de la mujer a su marido.",1
"ellas no tienen los mismos derechos.",1
"Como mujeres no tenemos voz ni voto.",1
"las matemáticas son cosa de hombres.",1
"¿Informática? ¿No prefieres bailar.",1
"Eres muy graciosa. para ser mujer.",1
"Mira esa, a su edad y vistiendo así",1
"Todas las feministas son lesbianas.",1
"No es acoso, es que le gustas mucho .",1
"Mujer al volante, peligro constante .",1
"Tienes buen cuerpo. Sácale provecho.",1
"mamasita a que horas vas por el pan.",1
" Te vas a quedar para vestir santos.",1
"pinche gata, seguro vas al smartfit .",1
"las mujeres carecen de inteligencia.",1
"maquillate, para que te veas bonita .",1
"¿Ya le pediste permiso a tu esposo.",1
"las mujeres son objetos, no sujetos .",1
"buena, maciza, tu culo me hipnotiza .",1
"Mujer al volante, peligro constante .",1
"lo guapa que ibas con ese vestidito.",1
"Llamar histérica o loca a una mujer.",1
"¿No sé quién? parece una prostituta.",1
"Mujer al volante, peligro constante .",1
"Las mujeres lo tenéis todo más fácil.",1
"LAS MUJERES CARGADAS Y EN LA ESQUINA.",1
"LAS CUOTAS DISCRIMINAN A LOS HOMBRES.",1
"Si anda con uno y otro, es una fácil .",1
"¡Eres muy fuerte para ser una chica.",1
"A ver, las tías tenéis menos fuerza.",1
"Qué tontería, las tías no ven porno.",1
"Mira esa, a su edad y vistiendo así.",1
"Ni machismo, ni feminismo, IGUALDAD.",1
"Las feministas son unas malfolladas.",1
"Para ser mujer, eres muy inteligente .",1
"Tu lo provocaste por llevar esa ropa.",1
"La mujer hermosa, loca o presuntuosa .",1
"Muerta yo, que hagan sopa de mi culo .",1
"A la mujer ni muerta la has de creer.",1
"Esa lo que necesita es un buen polvo.",1
"La mujer al volante, peligro andante .",1
"mujer es un ser endeble y defectuoso.",1
"mujer ama de casa y hombres trabajar.",1
"cómo se hace para callar a una mujer.",1
"La vida es muy zorra, no votes a una .",1
"a ella le gusta que le den bien duro.",1
"toda mujer debe obedecer a su hombre.",1
"Eres muy lista. para ser mujer.",1
"Eres muy divertida. para ser mujer.",1
"Las feministas son unas malfolladas.",1
"Si anda con uno y otro, es una fácil .",1
"De la mujer y el mar no hay que fiar.",1
"hermosa mujer con esas ricas piernas.",1
"¡Eres muy fuerte para ser una chica.",1
"Para ser mujer, eres muy inteligente .",1
"mujer no es acoso, es solo un piropo .",1
"Cruza las piernas, no seas ordinaria .",1
"Si le sigue perdonando es culpa suya.",1
"a ella le gusta que le den de golpes.",1
"e refirió a la mujer como nalguita .",1
"Qué rico cocinas! Ya te puedes casar.",1
" ella tiene que pedirle permiso a él.",1
"deja de estar chingando pinche vieja.",1
"si sales así, luego no pidas respeto .",1
"ella es una mujer de la vida galante.",1
"el lugar de las mujeres es la cocina.",1
"la mujer debe ser discreta, delicada .",1
"¡Eres muy fuerte para ser una chica.",1
"Él es hombre y tiene que pagar todo.",1
"De la mujer y el mar no hay que fiar.",1
"quien manda en el hogar es el hombre.",1
"el hombre es el que manda en la casa.",1
"el dominio del hombre sobre la mujer.",1
"la mujer es más amarga que la muerte.",1
"Yo soy feminista porque ayudo en casa.",1
"las mujeres son peores en matemáticas.",1
"Ser mamá es lo más lindo de ser mujer.",1
"¡No llores, con lo guapa que tú eres!",1
"Es que a ver. ¿qué llevabas puesto.",1
"No me gusta que las tías beban tanto.",1
"Las mujeres al volante son un peligro.",1
"Donde hay mujeres, hay diablo también .",1
"Ni linda que mate, ni fea que espante .",1
"Ora me cumples o me dejas como estaba.",1
"estar en casa al servicio del  hombre.",1
"te tengo que cuidar porque eres débil.",1
"conocida por el cuerpo para el placer.",1
"ya te dije que no fueras tan confiada.",1
"los hombres son dueños de las mujeres.",1
"si da a luz una niña, quedará impura ",1
"Debe una esposa sujetarse a su esposo.",1
"Yo sigo siendo el favorito de tu gata.",1
